,BlockID,MaxCurrentRate,Latitude,Longitude,Average.Duration.of.Paid.Parkers.in.Hours,Unpaid.Vehicles,Expired.Vehicles,Exempt.Vehicles,Spaces.Occupied,Survey.Count,Receipt.Transactions,Mobile.Transactions,StreetDirection,StreetSide,BlockDescription,BlockStartNumber,BlockEndNumber,TerminalLocationAddress,TerminalID,Area,Zone,ID,X,Y,MegaCluster_Flag,Tickets,Cars
790,B295303,2,41.89584555,-87.68116727,1.136,29,3,1,151,105,6109,5038,W,N, 2114 - 2156 W CHICAGO AVE ,2114,2156,2138 W CHICAGO AVE,295304,295,3,790,443495.3009,4638436.481,0,0.304761905,1.438095238
791,B295305,2,41.89579913,-87.68380322,1.023,39,6,8,163,104,7635,5545,W,N, 2202 - 2256 W CHICAGO AVE ,2202,2256,2244 W CHICAGO AVE,295306,295,3,791,443276.5994,4638433.066,0,0.432692308,1.567307692
792,B295307,2,41.89578166,-87.68489353,0.992,8,4,1,59,99,3977,2939,W,N, 2302 - 2346 W CHICAGO AVE ,2302,2346,2308 W CHICAGO AVE,295307,295,3,792,443186.1391,4638431.848,0,0.121212121,0.595959596
793,B295309,2,41.89573674,-87.68608443,0.985,30,5,1,167,98,8657,4848,W,S, 2301 - 2341 W CHICAGO AVE ,2301,2341,2329 W CHICAGO AVE,295309,295,3,793,443087.3102,4638427.65,0,0.357142857,1.704081633
794,B295311,2,41.89577567,-87.68351354,0.831,32,8,2,147,102,11746,4511,W,S, 2213 - 2255 W CHICAGO AVE ,2213,2255,2235 W CHICAGO AVE,295311,295,3,794,443300.6085,4638430.27,0,0.392156863,1.441176471
795,B295313,2,41.89582408,-87.68067777,1.172,13,0,3,97,98,5737,5426,W,S, 2119 - 2149 W CHICAGO AVE ,2119,2149,2127 W CHICAGO AVE,295313,295,3,795,443535.8876,4638433.775,0,0.132653061,0.989795918
796,B295314,2,41.8958745,-87.67800562,0.776,29,7,1,219,107,9830,13024,W,S, 2013 - 2057 W CHICAGO AVE ,2013,2057,2025 W CHICAGO AVE,295315,295,3,796,443757.5952,4638437.618,0,0.336448598,2.046728972
797,B295316,2,41.89956447,-87.67683148,1.26,17,1,0,52,49,1252,1693,W,N, 1934 - 1986 W AUGUSTA BLVD ,1934,1986,1970 W AUGUSTA BLVD,295316,295,3,797,443858.2259,4638846.538,0,0.367346939,1.06122449
798,B295317,2,41.89959891,-87.675023,1.397,23,0,0,69,47,1338,2991,W,N, 1902 - 1924 W AUGUSTA BLVD ,1902,1924,1906 W AUGUSTA BLVD,295317,295,3,798,444008.2664,4638849.179,0,0.489361702,1.468085106
799,B296301,2,41.8959878,-87.67275989,1.149,31,6,1,245,106,12542,11315,W,N, 1812 - 1852 W CHICAGO AVE ,1812,1852,1812 W CHICAGO AVE,296301,296,3,799,444192.8436,4638446.772,0,0.349056604,2.311320755
800,B296305,2,41.89594388,-87.6751437,1.205,8,2,1,131,106,5260,8245,W,N, 1902 - 1926 W CHICAGO AVE ,1902,1926,1910 W CHICAGO AVE,296305,296,3,800,443995.0611,4638443.449,0,0.094339623,1.235849057
801,B296306,2,41.89615651,-87.67581224,1.158,14,2,0,77,106,2254,3498,N,E, 803 - 811 N WINCHESTER AVE ,803,811,807 N WINCHESTER AVE,296306,296,3,801,443939.7896,4638467.493,0,0.150943396,0.726415094
802,B296307,2,41.89618795,-87.67585047,1.089,5,2,0,49,102,2555,2776,N,W, 802 - 808 N WINCHESTER AVE ,802,808,804 N WINCHESTER AVE,296307,296,3,802,443936.6458,4638471.009,0,0.068627451,0.480392157
803,B296309,2,41.89615101,-87.67704003,1.021,5,2,1,57,104,3344,3487,N,E, 803 - 811 N DAMEN AVE ,803,811,807 N DAMEN AVE,296309,296,3,803,443837.9362,4638467.685,0,0.067307692,0.548076923
804,B296310,2,41.8958745,-87.67569691,1.335,33,10,1,283,102,9255,16441,W,S, 1907 - 1951 W CHICAGO AVE ,1907,1951,1927 W CHICAGO AVE,296310,296,3,804,443949.1099,4638436.107,0,0.421568627,2.774509804
805,B296311,2,41.89592241,-87.67629035,1.171,10,6,0,123,105,4671,5621,W,N, 1938 - 1944 W CHICAGO AVE ,1938,1944,1942 W CHICAGO AVE,296311,296,3,805,443899.9242,4638441.814,0,0.152380952,1.171428571
806,B296312,2,41.89571777,-87.67458111,1.087,6,3,0,51,98,2181,1932,N,E, 751 - 759 N WOLCOTT AVE ,751,759,755 N WOLCOTT AVE,296312,296,3,806,444041.5322,4638417.977,0,0.091836735,0.520408163
807,B296313,2,41.8959324,-87.67403595,1.119,32,8,4,363,99,18388,15540,W,S, 1805 - 1857 W CHICAGO AVE ,1805,1857,1845 W CHICAGO AVE,296313,296,3,807,444086.9423,4638441.451,0,0.404040404,3.666666667
808,B296315,2,41.89558001,-87.67702393,0.937,5,0,1,44,96,3276,4405,N,E, 741 - 751 N DAMEN AVE ,741,751,745 N DAMEN AVE,296315,296,3,808,443838.7715,4638404.278,0,0.052083333,0.458333333
809,B296317,2,41.89614003,-87.67707825,1.054,3,0,0,29,103,1883,1653,N,W, 808 - 810 N DAMEN AVE ,808,810,810 N DAMEN AVE,296317,296,3,809,443834.7561,4638466.491,0,0.029126214,0.281553398
810,B296319,2,41.89615401,-87.67460056,1.096,9,1,1,36,102,1505,1835,N,E, 805 - 811 N WOLCOTT AVE ,805,811,809 N WOLCOTT AVE,296319,296,3,810,444040.2996,4638466.424,0,0.098039216,0.352941176
811,B296320,2,41.89614552,-87.67463744,1.069,2,0,0,26,101,1554,1671,N,W, 806 - 812 N WOLCOTT AVE ,806,812,808 N WOLCOTT AVE,296320,296,3,811,444037.2329,4638465.506,0,0.01980198,0.257425743
812,B296321,2,41.89574023,-87.67462201,1.117,7,1,1,44,98,2436,1748,N,W, 750 - 754 N WOLCOTT AVE ,750,754,752 N WOLCOTT AVE,296321,296,3,812,444038.159,4638420.497,0,0.081632653,0.448979592
813,B296322,2,41.89554407,-87.67706282,0.84,1,1,0,10,96,994,1061,N,W, 728 - 732 N DAMEN AVE ,728,732,730 N DAMEN AVE,296322,296,3,813,443835.5139,4638400.313,0,0.020833333,0.104166667
814,B297302,2,41.89623886,-87.66849786,1.08,13,3,4,83,103,2780,2986,N,E, 803 - 809 N MARSHFIELD AVE ,803,809,805 N MARSHFIELD AVE,297302,297,3,814,444546.6089,4638471.883,0,0.155339806,0.805825243
815,B297303,2,41.8960472,-87.66901016,0.663,12,2,3,131,107,11900,7106,W,N, 1636 - 1654 W CHICAGO AVE ,1636,1654,1644 W CHICAGO AVE,297303,297,3,815,444503.9463,4638450.934,0,0.130841121,1.224299065
816,B297304,2,41.89634468,-87.66972564,0.944,8,2,0,61,98,2404,2010,N,E, 805 - 811 N PAULINA ST ,805,811,809 N PAULINA ST,297304,297,3,816,444444.853,4638484.426,0,0.102040816,0.62244898
817,B297305,2,41.8963287,-87.66976319,1.048,4,0,1,39,96,1889,1492,N,W, 804 - 812 N PAULINA ST ,804,812,808 N PAULINA ST,297305,297,3,817,444441.7242,4638482.676,0,0.041666667,0.40625
818,B297306,2,41.89602923,-87.67039418,1.116,16,5,0,143,103,6456,8555,W,N, 1704 - 1726 W CHICAGO AVE ,1704,1726,1714 W CHICAGO AVE,297306,297,3,818,444389.1222,4638449.835,0,0.203883495,1.388349515
819,B297307,2,41.89624236,-87.67094202,0.886,2,1,2,32,106,2650,1567,N,E, 805 - 811 N HERMITAGE AVE ,805,811,807 N HERMITAGE AVE,297307,297,3,819,444343.8623,4638473.854,0,0.028301887,0.301886792
820,B297308,2,41.89629576,-87.67098159,0.79,7,1,0,39,107,3760,1737,N,W, 804 - 812 N HERMITAGE AVE ,804,812,808 N HERMITAGE AVE,297308,297,3,820,444340.6263,4638479.808,0,0.074766355,0.364485981
821,B297309,2,41.89601076,-87.67149657,1.032,12,3,0,118,116,7726,6502,W,N, 1738 - 1748 W CHICAGO AVE ,1738,1748,1744 W CHICAGO AVE,297309,297,3,821,444297.6597,4638448.5,0,0.129310345,1.017241379
822,B297310,2,41.89628378,-87.67216444,0.728,9,2,0,47,110,3835,1196,N,E, 805 - 811 N WOOD ST ,805,811,807 N WOOD ST,297310,297,3,822,444242.4954,4638479.246,0,0.1,0.427272727
823,B297311,2,41.89629177,-87.67220333,0.775,4,0,0,23,105,2993,949,N,W, 804 - 812 N WOOD ST ,804,812,810 N WOOD ST,297311,297,3,823,444239.2763,4638480.159,0,0.038095238,0.219047619
824,B297313,2,41.89574772,-87.67214432,0.974,6,2,1,43,100,3825,1905,N,E, 751 - 757 N WOOD ST ,751,757,753 N WOOD ST,297313,297,3,824,444243.6981,4638419.716,0,0.08,0.43
825,B297314,2,41.89599029,-87.67100841,1.101,31,4,0,233,105,15645,13341,W,S, 1701 - 1751 W CHICAGO AVE ,1701,1751,1735 W CHICAGO AVE,297314,297,3,825,444338.1362,4638445.91,0,0.333333333,2.219047619
826,B297316,2,41.89576768,-87.66972899,1.162,3,1,0,22,91,1808,1056,N,W, 752 - 758 N PAULINA ST ,752,758,756 N PAULINA ST,297316,297,3,826,444444.075,4638420.365,0,0.043956044,0.241758242
827,B297317,2,41.89567384,-87.66968675,1.187,4,4,5,57,95,3287,2516,N,E, 751 - 757 N PAULINA ST ,751,757,755 N PAULINA ST,297317,297,3,827,444447.4976,4638409.919,0,0.084210526,0.6
828,B297318,2,41.89602124,-87.66890958,1.057,13,8,7,153,105,8825,12115,W,S, 1611 - 1651 W CHICAGO AVE ,1611,1651,1641 W CHICAGO AVE,297318,297,3,828,444512.2672,4638447.987,0,0.2,1.457142857
829,B297320,2,41.89623137,-87.66853742,1.011,4,2,2,51,95,2240,2013,N,W, 806 - 812 N MARSHFIELD AVE ,806,812,808 N MARSHFIELD AVE,297320,297,3,829,444543.3208,4638471.077,0,0.063157895,0.536842105
830,B297321,2,41.89607215,-87.66794465,1.043,7,1,2,71,102,4972,4159,W,N, 1620 - 1624 W CHICAGO AVE ,1620,1624,1620 W CHICAGO AVE,297321,297,3,830,444592.355,4638453.016,0,0.078431373,0.696078431
831,B297322,2,41.89574173,-87.67218187,0.994,0,1,0,14,92,1330,657,N,W, 754 - 758 N WOOD ST ,754,758,754 N WOOD ST,297322,297,3,831,444240.578,4638419.075,0,0.010869565,0.152173913
832,B298301,2,41.89627779,-87.65610673,1.212,7,2,0,38,97,2230,3039,W,N, 1136 - 1146 W CHICAGO AVE ,1136,1146,1140 W CHICAGO AVE,298301,298,3,832,445574.5188,4638468.27,0,0.092783505,0.391752577
833,B298302,2,41.89616249,-87.66301945,1.23,16,2,0,104,99,5425,10168,W,N, 1408 - 1414 W CHICAGO AVE ,1408,1414,1412 W CHICAGO AVE,298302,298,3,833,445000.9919,4638459.877,0,0.181818182,1.050505051
834,B298303,2,41.89614203,-87.66423516,1.188,13,0,0,76,100,4958,6540,W,N, 1430 - 1450 W CHICAGO AVE ,1430,1450,1446 W CHICAGO AVE,298303,298,3,834,444900.1279,4638458.385,0,0.13,0.76
835,B298304,2,41.89612506,-87.66533889,1.123,21,4,1,191,105,12009,9813,W,N, 1502 - 1546 W CHICAGO AVE ,1502,1546,1510 W CHICAGO AVE,298304,298,3,835,444808.5558,4638457.211,0,0.238095238,1.819047619
836,B298306,2,41.89666911,-87.66719498,0.972,9,3,0,56,99,4062,3610,N,E, 813 - 823 N ASHLAND AVE ,813,823,817 N ASHLAND AVE,298306,298,3,836,444655.0577,4638518.811,0,0.121212121,0.565656566
837,B298307,2,41.89734542,-87.66721107,1.102,6,1,1,55,98,3125,3357,N,E, 831 - 845 N ASHLAND AVE ,831,845,843 N ASHLAND AVE,298307,298,3,837,444654.3069,4638593.911,0,0.071428571,0.56122449
838,B298308,2,41.8984849,-87.667256,0.956,6,1,1,59,98,3339,2046,N,E, 903 - 925 N ASHLAND AVE ,903,925,919 N ASHLAND AVE,298308,298,3,838,444651.5639,4638720.453,0,0.071428571,0.602040816
839,B298309,2,41.89926401,-87.66727477,0.851,22,1,1,116,103,8082,3622,N,E, 933 - 953 N ASHLAND AVE ,933,953,945 N ASHLAND AVE,298309,298,3,839,444650.6797,4638806.968,0,0.223300971,1.126213592
840,B298310,2,41.89818593,-87.667429,1.09,5,0,0,41,92,2648,1620,N,W, 904 - 918 N ASHLAND AVE ,904,918,908 N ASHLAND AVE,298310,298,3,840,444636.9554,4638687.371,0,0.054347826,0.445652174
841,B298311,2,41.89707889,-87.66739145,1.127,10,2,1,46,92,2786,1512,N,W, 848 - 858 N ASHLAND AVE ,848,858,852 N ASHLAND AVE,298311,298,3,841,444639.114,4638564.435,0,0.130434783,0.5
842,B298312,2,41.89654782,-87.66737938,1.095,4,0,1,42,95,4191,4452,N,W, 810 - 830 N ASHLAND AVE ,810,830,824 N ASHLAND AVE,298312,298,3,842,444639.6566,4638505.463,0,0.042105263,0.442105263
843,B298313,2,41.89567884,-87.66736396,1.295,6,3,10,48,93,1715,2403,N,W, 736 - 752 N ASHLAND AVE ,736,752,742 N ASHLAND AVE,298313,298,3,843,444640.1852,4638408.973,0,0.096774194,0.516129032
844,B298314,2,41.89572975,-87.66718291,1.154,7,3,3,50,97,2970,2051,N,E, 735 - 743 N ASHLAND AVE ,735,743,741 N ASHLAND AVE,298314,298,3,844,444655.2479,4638414.508,0,0.103092784,0.515463918
845,B298316,2,41.89578365,-87.6656232,1.007,8,3,0,32,87,2190,1358,N,E, 751 - 759 N ARMOUR ST ,751,759,755 N ARMOUR ST,298316,298,3,845,444784.6774,4638419.488,0,0.126436782,0.367816092
846,B298317,2,41.89609811,-87.66515113,1.247,11,3,1,79,90,3222,5589,W,S, 1443 - 1515 W CHICAGO AVE ,1443,1515,1505 W CHICAGO AVE,298317,298,3,846,444824.1078,4638454.098,0,0.155555556,0.877777778
847,B298318,2,41.89613055,-87.66313009,1.201,17,5,1,138,91,7990,10983,W,S, 1409 - 1429 W CHICAGO AVE ,1409,1429,1417 W CHICAGO AVE,298318,298,3,847,444991.7866,4638456.402,0,0.241758242,1.516483516
848,B298319,2,41.89624186,-87.65668608,1.269,4,1,1,46,89,1964,2919,W,S, 1133 - 1139 W CHICAGO AVE ,1133,1139,1135 W CHICAGO AVE,298319,298,3,848,445526.4297,4638464.649,0,0.056179775,0.516853933
849,B298320,2,41.89607615,-87.66652778,0.888,10,2,0,59,93,8146,3806,W,S, 1525 - 1543 W CHICAGO AVE ,1525,1543,1541 W CHICAGO AVE,298320,298,3,849,444709.8919,4638452.546,0,0.129032258,0.634408602
850,B299301,2,41.90023826,-87.66731702,1.118,15,4,0,137,54,4294,2478,N,E, 1003 - 1021 N ASHLAND AVE ,1003,1021,1015 N ASHLAND AVE,299301,299,3,850,444648.0165,4638915.164,0,0.351851852,2.537037037
851,B299302,2,41.90097492,-87.66734317,1.276,24,8,22,252,58,8027,4881,N,E, 1035 - 1049 N ASHLAND AVE ,1035,1049,1045 N ASHLAND AVE,299302,299,3,851,444646.4837,4638996.971,0,0.551724138,4.344827586
852,B299303,2,41.90198258,-87.66737133,1.182,62,10,0,264,58,7401,6793,N,E, 1103 - 1121 N ASHLAND AVE ,1103,1121,1113 N ASHLAND AVE,299303,299,3,852,444645.0183,4639108.867,0,1.24137931,4.551724138
853,B299304,2,41.9027352,-87.66736664,1.104,13,1,2,111,52,3782,2970,N,E, 1141 - 1141 N ASHLAND AVE ,1141,1141,1141 N ASHLAND AVE,299304,299,3,853,444646.0574,4639192.426,0,0.269230769,2.134615385
854,B299306,2,41.90329217,-87.67122768,1.197,17,4,0,195,48,10376,22074,W,N, 1710 - 1752 W DIVISION ST ,1710,1752,1730 W DIVISION ST,299306,299,3,854,444326.2902,4639256.764,0,0.4375,4.0625
855,B299307,2,41.90312547,-87.68106602,1.244,31,6,0,276,50,15538,27138,W,N, 2102 - 2142 W DIVISION ST ,2102,2142,2132 W DIVISION ST,299308,299,3,855,443510.1165,4639244.687,0,0.74,5.52
856,B299309,2,41.90313496,-87.67891958,1.288,20,3,4,177,49,8971,17645,W,S, 2107 - 2153 W DIVISION ST ,2107,2153,2127 W DIVISION ST,299309,299,3,856,443688.1587,4639244.33,0,0.469387755,3.612244898
857,B299310,2,41.90325673,-87.67179564,1.194,8,1,0,126,48,5393,11962,W,S, 1741 - 1757 W DIVISION ST ,1741,1757,1747 W DIVISION ST,299310,299,3,857,444279.1508,4639253.198,0,0.1875,2.625
858,B299311,2,41.90327719,-87.6704713,1.007,10,1,0,106,47,7553,12782,W,S, 1711 - 1723 W DIVISION ST ,1711,1723,1711 W DIVISION ST,299311,299,3,858,444389.014,4639254.61,0,0.234042553,2.255319149
859,B299312,2,41.90329466,-87.66903765,1.09,6,1,5,114,48,8929,13336,W,S, 1637 - 1657 W DIVISION ST ,1637,1657,1641 W DIVISION ST,299312,299,3,859,444507.9411,4639255.621,0,0.145833333,2.375
860,B299313,2,41.90254056,-87.66754836,0.984,39,6,0,277,51,11042,7791,N,W, 1128 - 1156 N ASHLAND AVE ,1128,1156,1142 N ASHLAND AVE,299313,299,3,860,444630.8166,4639170.933,0,0.882352941,5.431372549
861,B299314,2,41.90188975,-87.66753025,1.095,31,5,2,178,51,6566,4632,N,W, 1104 - 1118 N ASHLAND AVE ,1104,1118,1110 N ASHLAND AVE,299314,299,3,861,444631.7564,4639098.663,0,0.705882353,3.490196078
862,B299315,2,41.90136771,-87.6675155,1.164,14,4,0,72,52,2526,1604,N,W, 1048 - 1060 N ASHLAND AVE ,1048,1060,1056 N ASHLAND AVE,299315,299,3,862,444632.5289,4639040.693,0,0.346153846,1.384615385
863,B299316,2,41.90055968,-87.6674927,1.237,47,7,10,327,60,11556,5572,N,W, 1004 - 1040 N ASHLAND AVE ,1004,1040,1026 N ASHLAND AVE,299316,299,3,863,444633.722,4638950.964,0,0.9,5.45
864,B300301,2,41.9033296,-87.66680606,1.375,14,2,0,123,53,3599,2735,W,S, 1541 - 1551 W DIVISION ST ,1541,1551,1543 W DIVISION ST,300301,300,3,864,444693.0672,4639258.059,0,0.301886792,2.320754717
865,B300302,2,41.90363403,-87.66507402,1.194,12,4,1,76,49,1039,1645,N,W, 1204 - 1208 N GREENVIEW AVE ,1204,1208,1206 N GREENVIEW AVE,300302,300,3,865,444836.9907,4639290.744,0,0.326530612,1.551020408
866,B300303,2,41.90361257,-87.6668302,0.808,12,2,3,86,32,7567,2902,N,E, 1201 - 1215 N MILWAUKEE AVE ,1201,1215,1207 N MILWAUKEE AVE,300303,300,3,866,444691.3092,4639289.492,0,0.4375,2.6875
867,B300304,2,41.90546909,-87.6674699,1.009,96,16,7,460,51,17220,9754,N,E, 1227 - 1319 N ASHLAND AVE ,1227,1319,1309 N ASHLAND AVE,300326,300,3,867,444639.8543,4639496.03,0,2.196078431,9.019607843
868,B300305,2,41.90651361,-87.66766973,0.893,47,10,4,300,52,9334,9560,N,W, 1230 - 1330 N ASHLAND AVE ,1230,1330,1320 N ASHLAND AVE,300305,300,3,868,444624.183,4639612.13,0,1.096153846,5.769230769
869,B300307,2,41.90451339,-87.66823433,0.994,11,6,0,135,29,12440,12376,N,E, 1239 - 1265 N MILWAUKEE AVE ,1239,1265,1251 N MILWAUKEE AVE,300307,300,3,869,444575.6254,4639390.415,0,0.586206897,4.655172414
870,B300308,2,41.90499299,-87.66900145,1.171,7,3,13,109,29,10668,11615,N,E, 1271 - 1289 N MILWAUKEE AVE ,1271,1289,1279 N MILWAUKEE AVE,300308,300,3,870,444512.4142,4639444.16,0,0.344827586,3.75862069
871,B300309,2,41.90642977,-87.66998582,1.013,22,2,2,115,32,3794,5901,N,E, 1335 - 1355 N PAULINA ST ,1335,1355,1345 N PAULINA ST,300309,300,3,871,444432.0153,4639604.319,0,0.75,3.59375
872,B300310,2,41.90608392,-87.67002404,0.865,2,1,3,45,30,6452,2199,N,W, 1334 - 1340 N PAULINA ST ,1334,1340,1336 N PAULINA ST,300310,300,3,872,444428.5454,4639565.945,0,0.1,1.5
873,B300311,2,41.90632696,-87.67110832,1.377,26,3,9,283,32,19690,25160,N,E, 1319 - 1395 N MILWAUKEE AVE ,1319,1395,1339 N MILWAUKEE AVE,300311,300,3,873,444338.8264,4639593.632,0,0.90625,8.84375
874,B300313,2,41.90670424,-87.67174534,1.202,20,4,0,167,40,12823,15502,N,W, 1368 - 1398 N MILWAUKEE AVE ,1368,1398,1370 N MILWAUKEE AVE,300313,300,3,874,444286.3203,4639635.935,0,0.6,4.175
875,B300314,2,41.9062047,-87.67096952,1.483,9,7,2,168,64,7228,9227,N,W, 1336 - 1352 N MILWAUKEE AVE ,1336,1352,1342 N MILWAUKEE AVE,300314,300,3,875,444350.2322,4639579.968,0,0.25,2.625
876,B300315,2,41.90584937,-87.6708173,1.275,3,1,0,50,33,2127,1872,N,W, 1334 - 1338 N HERMITAGE AVE ,1334,1338,1336 N HERMITAGE AVE,300315,300,3,876,444362.5488,4639540.418,0,0.121212121,1.515151515
877,B300316,2,41.90578998,-87.67032176,1.04,1,0,0,14,38,3205,1629,N,W, 1324 - 1330 N MILWAUKEE AVE ,1324,1330,1328 N MILWAUKEE AVE,300316,300,3,877,444403.5975,4639533.503,0,0.026315789,0.368421053
878,B300317,2,41.90506485,-87.66967401,0.911,2,1,0,44,32,4924,3054,N,W, 1254 - 1264 N PAULINA ST ,1254,1264,1262 N PAULINA ST,300317,300,3,878,444456.6935,4639452.573,0,0.09375,1.375
879,B300318,2,41.90504639,-87.66964383,0.975,5,3,0,54,31,4014,2737,N,E, 1257 - 1263 N PAULINA ST ,1257,1263,1259 N PAULINA ST,300318,300,3,879,444459.1807,4639450.504,0,0.258064516,1.741935484
880,B300319,2,41.90496105,-87.66900748,1.068,7,2,0,80,63,8783,7128,N,W, 1266 - 1284 N MILWAUKEE AVE ,1266,1284,1272 N MILWAUKEE AVE,300319,300,3,880,444511.8865,4639440.617,0,0.142857143,1.26984127
881,B300320,2,41.90442106,-87.66814783,0.854,16,2,1,120,63,11553,7148,N,W, 1232 - 1256 N MILWAUKEE AVE ,1232,1256,1254 N MILWAUKEE AVE,300320,300,3,881,444582.72,4639380.108,0,0.285714286,1.904761905
882,B300321,2,41.90540222,-87.67050415,1.341,28,5,0,80,40,2694,4514,N,W, 1324 - 1330 N MILWAUKEE SERVICE DR ,1324,1330,1328 N MILWAUKEE SERVICE DR,300321,300,3,882,444388.1335,4639490.569,0,0.825,2
883,B300322,2,41.90599659,-87.67142348,1.384,19,4,0,82,36,4226,8131,N,W, 1336 - 1352 N MILWAUKEE SERVICE DR ,1336,1352,1338 N MILWAUKEE SERVICE DR,300322,300,3,883,444312.4,4639557.157,0,0.638888889,2.277777778
884,B300323,2,41.90578849,-87.67084345,1.197,0,1,0,27,32,803,981,N,E, 1337 - 1339 N HERMITAGE AVE ,1337,1339,1339 N HERMITAGE AVE,300323,300,3,884,444360.3271,4639533.675,0,0.03125,0.84375
885,B300324,2,41.90628055,-87.67162934,1.141,1,1,3,17,29,917,850,N,W, 1346 - 1348 N WOOD ST ,1346,1348,1348 N WOOD ST,300324,300,3,885,444295.5729,4639588.818,0,0.068965517,0.586206897
886,B301301,2,41.90781012,-87.67340899,1.119,38,9,0,362,31,28222,36460,N,E, 1407 - 1473 N MILWAUKEE AVE ,1407,1473,1427 N MILWAUKEE AVE,301301,301,3,886,444149.3025,4639759.8,0,1.516129032,11.67741935
887,B301303,2,41.90883464,-87.67459251,1.088,3,1,0,36,30,3382,3825,N,E, 1503 - 1511 N HONORE ST ,1503,1511,1507 N HONORE ST,301303,301,3,887,444052.0387,4639874.322,0,0.133333333,1.2
888,B301304,2,41.90891199,-87.67456368,1.096,7,0,2,78,30,7154,6766,N,W, 1502 - 1516 N HONORE ST ,1502,1516,1510 N HONORE ST,301304,301,3,888,444054.4973,4639882.891,0,0.233333333,2.6
889,B301305,2,41.90945992,-87.67599463,1.089,25,6,1,267,31,22385,27166,N,E, 1505 - 1579 N MILWAUKEE AVE ,1505,1579,1531 N MILWAUKEE AVE,301305,301,3,889,443936.2991,4639944.661,0,1,8.612903226
890,B301307,2,41.90931321,-87.67581828,1.144,38,7,3,496,64,26569,31046,N,W, 1520 - 1572 N MILWAUKEE AVE ,1520,1572,1526 N MILWAUKEE AVE,301308,301,3,890,443950.7965,4639928.257,0,0.703125,7.75
891,B301309,2,41.90873533,-87.67551452,1.011,15,2,1,108,31,8945,7696,N,W, 1418 - 1434 N HONORE ST ,1418,1434,1422 N HONORE ST,301309,301,3,891,443975.4837,4639863.897,0,0.548387097,3.483870968
892,B301310,2,41.90836705,-87.67434843,1.161,41,5,1,358,65,17316,23054,N,W, 1442 - 1482 N MILWAUKEE AVE ,1442,1482,1454 N MILWAUKEE AVE,301310,301,3,892,444071.8737,4639822.247,0,0.707692308,5.507692308
893,B301311,2,41.90775174,-87.67393135,1.063,9,1,0,118,58,7219,6140,W,N, 1802 - 1818 W EVERGREEN AVE ,1802,1818,1812 W EVERGREEN AVE,301311,301,3,893,444105.9283,4639753.659,0,0.172413793,2.034482759
894,B301312,2,41.90776671,-87.67386697,1.078,4,4,0,85,33,5297,4642,W,S, 1803 - 1815 W EVERGREEN AVE ,1803,1815,1813 W EVERGREEN AVE,301312,301,3,894,444111.2809,4639755.279,0,0.242424242,2.575757576
895,B301313,2,41.90767488,-87.67329901,1.166,16,4,1,183,66,9089,11420,N,W, 1402 - 1424 N MILWAUKEE AVE ,1402,1424,1414 N MILWAUKEE AVE,301313,301,3,895,444158.3062,4639744.713,0,0.303030303,2.772727273
896,B301315,2,41.90728563,-87.67269619,1.052,1,0,0,21,27,2125,2000,N,W, 1428 - 1432 N WOLCOTT AVE ,1428,1432,1430 N WOLCOTT AVE,301315,301,3,896,444207.9638,4639701.103,0,0.037037037,0.777777778
897,B302328,2,41.91048791,-87.67532811,1.217,21,4,1,210,47,11574,19583,W,S, 1909 - 1953 W NORTH AVE ,1909,1953,1919 W NORTH AVE,302328,302,3,897,443992.476,4640058.361,0,0.531914894,4.468085106
898,B302329,2,41.91050637,-87.67670274,1.217,8,0,0,81,36,6344,5514,W,N, 1934 - 1942 W NORTH AVE ,1934,1942,1938 W NORTH AVE,302329,302,3,898,443878.4883,4640061.309,0,0.222222222,2.25
899,B302336,2,41.90864202,-87.6774276,1.179,24,8,2,218,57,10640,17083,N,W, 1506 - 1528 N DAMEN AVE ,1506,1528,1516 N DAMEN AVE,302336,302,3,899,443816.7378,4639854.789,0,0.561403509,3.824561404
900,B303101,2,41.91740043,-87.70774931,1.104,50,1,3,159,42,8510,7087,W,N, 3202 - 3234 W ARMITAGE AVE ,3202,3234,3212 W ARMITAGE AVE,303101,303,1,900,441309.9815,4640847.524,0,1.214285714,3.785714286
901,B303102,2,41.91738396,-87.70948067,1.248,12,1,0,46,39,2460,2396,W,N, 3254 - 3270 W ARMITAGE AVE ,3254,3270,3260 W ARMITAGE AVE,303102,303,1,901,441166.3927,4640846.881,0,0.333333333,1.179487179
902,B303103,2,41.9173655,-87.71089554,0.965,29,5,0,106,37,7626,3752,W,N, 3302 - 3328 W ARMITAGE AVE ,3302,3328,3314 W ARMITAGE AVE,303103,303,1,902,441049.0472,4640845.803,0,0.918918919,2.864864865
903,B303104,2,41.91734055,-87.71297827,0.919,1,0,2,21,32,2081,617,W,N, 3416 - 3428 W ARMITAGE AVE ,3416,3428,3426 W ARMITAGE AVE,303104,303,1,903,440876.3129,4640844.467,0,0.03125,0.65625
904,B303105,2,41.91733656,-87.71337122,1.051,23,1,9,46,31,1173,442,N,E, 2003 - 2009 N ST LOUIS AVE ,2003,2009,2005 N ST LOUIS AVE,303105,303,1,904,440843.7237,4640844.295,0,0.774193548,1.483870968
905,B303106,2,41.91744883,-87.71351673,0.941,18,2,0,31,33,580,322,N,W, 2006 - 2014 N ST LOUIS AVE ,2006,2014,2010 N ST LOUIS AVE,303106,303,1,905,440831.7609,4640856.861,0,0.606060606,0.939393939
